#  idx_gal   gal_id   Ngal    Ri_avr(kpc)  size_i(kpc)   sigma_i(km/s)   delta_v    delta_sigma     P_v      P_sigma    Pmin(ds)
    219       219       6      31765.22       1309.09    1042890.83      1.74878     -1.58612     0.0440     0.8870     0.0440
    219       219       9      33708.32       1309.09     841132.65      2.62560     -0.39665     0.0070     0.6890     0.0070
    219       219      12      35325.70       1309.09     756514.12      3.39120      0.38585     0.0000     0.4340     0.0000
    219       219      15      33365.69       1309.09     834553.10      2.80047     -0.42744     0.0010     0.6950     0.0010
    220       220       3      71539.92      15566.93    1139869.36      1.26675     -0.96838     0.0980     0.7920     0.0980
    220       220       6      70332.02      15566.93    1270362.06      1.57515     -1.92404     0.0800     0.9190     0.0800
    220       220       9      61134.84      15566.93    1019635.03      2.25099     -0.83700     0.0220     0.7650     0.0220
    220       220      12      62700.41      15566.93     941027.80      2.38843     -0.22190     0.0090     0.6310     0.0090
    220       220      15      60052.13      15566.93     913461.33      2.54329     -0.19716     0.0110     0.5800     0.0110
    221       221       3      78649.04       1906.55     419363.74      1.61302      2.06277     0.0340     0.1890     0.0340
    221       221       6      72098.55       1906.55    1201641.62      1.30392     -1.55745     0.1580     0.8820     0.1580
    221       221       9      65740.43       1906.55    1032440.81      2.26830     -0.76676     0.0150     0.7490     0.0150
    221       221      12      62549.90       1906.55     896077.16      2.80288      0.09092     0.0040     0.5470     0.0040
    221       221      15      59847.33       1906.55     822961.56      3.64995      0.50776     0.0000     0.4090     0.0000
    222       222       3      47390.94       1704.18     629005.81      1.64924      0.98458     0.0210     0.4220     0.0210
    222       222       6      46074.05       1704.18     414766.85      2.70584      2.47607     0.0040     0.0450     0.0040
    222       222       9      46021.42       1704.18     415056.24      3.84650      2.88283     0.0000     0.0090     0.0000
    222       222      12      46593.83       1704.18     837033.40      3.30354      0.07360     0.0000     0.5330     0.0000
    222       222      15      44748.06       1704.18     746492.86      3.76360      0.82007     0.0000     0.3110     0.0000
    223       223       3      43008.89       3940.90     705218.39      2.21052      0.55951     0.0020     0.5230     0.0020
    223       223       6      43263.28       3940.90     634367.24      2.72608      1.21774     0.0040     0.2670     0.0040
    223       223       9      44255.35       3940.90     662771.88      3.52540      1.22911     0.0000     0.2300     0.0000
    223       223      12      43054.88       3940.90     572543.48      4.09297      1.94123     0.0000     0.0840     0.0000
    223       223      15      42139.07       3940.90     716517.30      3.90354      0.91677     0.0000     0.2700     0.0000
    224       224       3      91573.94      30425.68    1073310.25      1.10937     -1.04997     0.1460     0.8050     0.1460
    224       224       6      83677.94      30425.68     941537.05      1.84827     -0.33986     0.0480     0.6790     0.0480
    224       224       9      76147.20      30425.68    1101910.69      1.86211     -1.19468     0.0530     0.8380     0.0530
    224       224      12      71971.68      30425.68    1006964.26      2.06669     -0.67657     0.0310     0.7320     0.0310
    224       224      15      66232.21      30425.68     907015.94      2.55997      0.01618     0.0130     0.5090     0.0130
    225       225       3      47556.19       5260.22     907550.33      1.72129     -0.27414     0.0180     0.6740     0.0180
    225       225       6      47211.98       5260.22     804443.60      2.18735      0.24319     0.0190     0.5170     0.0190
    225       225       9      46305.76       5260.22     670489.84      3.00040      1.17759     0.0020     0.2390     0.0020
    225       225      12      46531.44       5260.22     738133.64      3.35834      0.81244     0.0000     0.3270     0.0000
    225       225      15      46559.19       5260.22     666299.26      3.93092      1.47515     0.0000     0.1490     0.0000
    226       226       3      33462.42       1743.01     687589.68      0.35768      0.47911     0.6380     0.5360     0.5360
    226       226       6      33279.90       1743.01     593933.63      0.38584      1.18576     0.6730     0.2870     0.2870
    226       226       9      32447.35       1743.01     527532.81      1.05035      1.85910     0.2730     0.1000     0.1000
    226       226      12      34134.03       1743.01     594627.85      1.01496      1.65715     0.3030     0.1260     0.1260
    226       226      15      32563.38       1743.01     629605.09      0.73869      1.37643     0.4470     0.1780     0.1780
    227       227       3      48502.63       1704.18     270928.17      1.25447      2.60272     0.1010     0.1110     0.1010
    227       227       6      49406.13       1704.18     998275.03      1.47725     -0.72797     0.1110     0.7320     0.1110
    227       227       9      48299.37       1704.18     903533.96      2.28592     -0.37818     0.0130     0.6570     0.0130
    227       227      12      49756.17       1704.18     843319.25      3.14876      0.18030     0.0000     0.5460     0.0000
    227       227      15      48200.66       1704.18     815288.14      4.01163      0.25810     0.0000     0.4920     0.0000
    228       228       3      41963.79       1123.79     175405.41      1.32920      3.01431     0.0850     0.0580     0.0580
    228       228       6      43267.16       1123.79     415372.25      3.09534      2.47261     0.0010     0.0650     0.0010
    228       228       9      44237.47       1123.79     591670.36      3.80996      1.70378     0.0000     0.1230     0.0000
    228       228      12      43593.38       1123.79     572437.41      3.99481      2.05031     0.0000     0.0640     0.0000
    228       228      15      42654.32       1123.79     537813.59      4.39617      2.41350     0.0000     0.0370     0.0000
    229       229       3      33141.53       5726.55     701049.66      1.23363      0.41357     0.1210     0.5380     0.1210
    229       229       6      36873.71       5726.55     589785.39      2.68545      1.30022     0.0030     0.2780     0.0030
    229       229       9      38632.27       5726.55     495459.62      3.05845      2.26233     0.0010     0.0760     0.0010
    229       229      12      37507.05       5726.55     578672.40      3.42600      1.78245     0.0010     0.1200     0.0010
    229       229      15      37548.64       5726.55     638950.90      3.34481      1.43140     0.0000     0.1490     0.0000
    230       230       3      54944.95       6932.16     342744.31      1.47449      2.35014     0.0580     0.1610     0.0580
    230       230       6      50561.52       6932.16     655684.80      2.62109      1.18723     0.0060     0.2870     0.0060
    230       230       9      50300.07       6932.16     615698.57      3.14587      1.64362     0.0010     0.1420     0.0010
    230       230      12      50835.20       6932.16     617533.08      3.79106      1.82593     0.0010     0.1080     0.0010
    230       230      15      50430.23       6932.16     832928.76      3.68927      0.27995     0.0000     0.4780     0.0000
    231       231       3      40804.91       2014.06     822166.06      0.60864      0.01765     0.4230     0.6460     0.4230
    231       231       6      38219.68       2014.06     927263.61      1.22260     -0.73254     0.1880     0.7470     0.1880
